chr position COMBINED_rate(cM/Mb) Genetic_Map(cM)
22 22780581 7.8380069267 17.8850899941812
22 22780596 7.8140966502 17.8852072056310
22 22780940 7.8140966502 17.8878952548786
22 22781983 7.8140966502 17.8960453576848
22 22782284 7.8140966502 17.8983974007765
22 22782982 7.8295776846 17.9038624460004
22 22783213 7.8331179748 17.9056718962525
22 22784083 7.8331179748 17.9124867088906
22 22785025 6.4492435819 17.9185618963448
22 22785096 2.6168866829 17.9187476952992
22 22785308 0.829260833 17.9189234985958
22 22786124 0.698963731 17.9194938530003
22 22792400 0.7073917008 17.9239334433146
22 22797239 0.6951812689 17.9272974254748
22 22801336 0.6995222578 17.9301633681650
22 22803401 0.9757028702 17.9321781945919
22 22804982 1.1435020707 17.9339860713657
22 22806295 1.4368776897 17.9358726917723
22 22806673 1.9256894311 17.9366006023772
22 22806795 1.949006262 17.9368383811412
22 22807289 1.2601737857 17.9374609069913
22 22808988 0.8209988302 17.9388557840039
22 22809105 0.6439015189 17.9389311204816
22 22809137 0.5329377927 17.9389481744909
22 22810020 0.529867591 17.9394160475738
22 22811375 0.5075411659 17.9401037658536
22 22813248 0.5074705577 17.9410542582082
22 22814081 0.4166825009 17.9414013547314
22 22817621 0.2670087293 17.9423465656331
22 22818056 0.1895239387 17.9424290085465
22 22819378 0.189583295 17.9426796376624
22 22819448 0.1874388356 17.9426927583809
22 22819729 0.1874477739 17.9427454312054
22 22820934 0.1868435379 17.9429705776686
22 22823110 0.1876241916 17.9433788479095
22 22824282 0.1876265412 17.9435987462158
22 22825931 0.9164912776 17.9451100403325
22 22828018 0.9554753399 17.9471041173669
22 22830188 5.4471718596 17.9589244803023
22 22831235 0.9370174568 17.9599055375795
22 22832905 0.9370174568 17.9614703567324
22 22833385 0.936966438 17.9619201006226
22 22833627 0.9368797839 17.9621468255303
22 22833756 0.1197044043 17.9621622673985
22 22837477 0.1200599202 17.9626090103615
22 22837579 0.1205165471 17.9626213030493
22 22838738 0.1258352518 17.9627671461062
22 22839096 0.1360969405 17.9628158688109
22 22839424 0.1820920566 17.9628755950054
22 22839559 0.2581568309 17.9629104461776
22 22840280 0.241113527 17.9630842890306
22 22841102 0.2251742507 17.9632693822647
22 22842206 0.2094762834 17.9635006440815
22 22842957 0.1492193823 17.9636127078376
22 22844639 0.1361453406 17.9638417043005
22 22845240 0.126136421 17.9639175122895
22 22848528 0.1221973371 17.9643192971339
22 22851447 0.121127149 17.9646728672819
22 22852722 0.120275917 17.9648262190760
22 22853975 0.1198806577 17.9649764295401
22 22856373 0.1200426782 17.9652642918825
22 22857956 0.1274694964 17.9654660760953
22 22858402 0.1495831643 17.9655327901865
22 22859284 0.3363286411 17.965829432048
22 22860129 0.9082400628 17.9665968949011
22 22860216 2.4460828533 17.9668097041093
22 22860286 3.2306756658 17.9670358514059
22 22860580 0.8880831212 17.9672969478435
22 22861527 0.8903472419 17.9681401066816
22 22861994 0.9123389682 17.9685661689798
22 22862042 0.9423580499 17.9686114021662
22 22863779 0.6268044777 17.9697001615439
22 22866423 0.6270534289 17.9713580908099
22 22867300 0.6270088948 17.9719079776107
22 22868211 0.6300692778 17.9724819707227
22 22868493 0.6418430053 17.9726629704502
22 22868497 0.6516814816 17.9726655771762
22 22869123 0.6514615243 17.9730733920904
22 22869209 0.6508423498 17.9731293645325
22 22869218 0.6513582023 17.9731352267563
22 22869538 0.7452791242 17.9733737160760
22 22869548 0.9722673872 17.9733834387499
22 22869742 9.4131772211 17.9752095951308
22 22870063 9.2918667452 17.978192284356
22 22870147 9.0734570375 17.9789544547472
22 22870542 9.1953063316 17.9825866007481
22 22870965 9.0563411846 17.9864174330692
22 22871029 9.0597722921 17.9869972584959
22 22871116 8.8382948434 17.9877661901473
22 22871157 8.4271312386 17.9881117025281
22 22871640 6.2255007429 17.9911186193869
22 22871922 6.0735724589 17.9928313668203
22 22872055 6.0495746171 17.9936359602444
22 22872244 6.05458161 17.9947802761687
22 22872817 6.2571047496 17.9983655971902
22 22872835 6.5854350396 17.9984841350209
22 22873638 13.0487470463 18.0089622788991
22 22873965 14.5167689022 18.0137092623301
22 22874289 14.5323073823 18.0184177299220
22 22874320 14.5323073823 18.0188682314508
22 22874337 14.5323073823 18.0191152806763
22 22874497 14.5617756922 18.0214451647871
22 22874965 14.5617756922 18.028260075811
22 22877564 14.5617756922 18.0661061308350
22 22884963 14.5617756922 18.1738487091816
22 22886667 14.5691786061 18.1986745895264
22 22887993 14.5691786061 18.2179933203581
22 22888933 11.9948770229 18.2292685047596
22 22889226 11.9075759871 18.2327574245239
22 22889528 11.3515576417 18.2361855949317
22 22889664 3.1738339929 18.2366172363547
22 22889840 3.1588579807 18.2371731953593
22 22889902 3.1540252672 18.2373687449259
22 22889954 3.1499536401 18.2375325425151
22 22890066 1.779493625 18.2377318458011
22 22890270 1.4311343755 18.2380237972137
22 22890492 1.1105273549 18.2382703342865
22 22890752 0.9946947185 18.2385289549133
22 22890756 0.8755366761 18.2385324570600
22 22890792 0.7659645884 18.2385600317852
22 22891081 0.7204942396 18.2387682546205
22 22891195 0.6871253547 18.2388465869109
22 22891294 0.649589461 18.2389108962675
22 22891308 0.6257192544 18.2389196563371
22 22892335 0.6249554797 18.2395614856148
22 22892881 0.6255044287 18.2399030110328
22 22894092 0.7596390448 18.2408229339161
22 22894965 1.1579806854 18.2418338510544
22 22895569 1.4473782345 18.2427080675081
22 22895813 1.8255439961 18.2431535002431
22 22896851 1.0166875287 18.2442088218979
22 22896912 0.592086347 18.2442449391651
22 22897115 0.5599371559 18.2443586064077
22 22897261 0.5547174021 18.2444395951484
22 22897322 0.5522549613 18.2444732827011
22 22899234 0.5988978072 18.2456183753084
22 22899414 0.7911820163 18.2457607880714
22 22900133 1.361316085 18.2467395743365
22 22902168 1.3483872449 18.2494835423799
22 22902281 1.3286362029 18.2496336782708
22 22902952 0.4892748135 18.2499619816707
22 22903788 0.3532779914 18.2502573220715
22 22905030 0.12744532 18.2504156091589
22 22906391 0.1102473607 18.2505656558168
22 22906901 0.1061499633 18.2506197922981
22 22909590 0.1068576063 18.2509071324014
22 22910416 0.1093484905 18.2509974542546
22 22911060 0.1167067252 18.2510726133856
22 22911549 0.1286010488 18.2511354992985
22 22912091 0.316124695 18.2513068388832
22 22912168 0.6236387338 18.2513548590657
22 22913629 0.4114236034 18.2519559489502
22 22913667 0.2192137409 18.2519642790724
22 22915187 0.2187909695 18.2522968413460
22 22915822 0.560589562 18.2526528157179
22 22916106 1.5345791499 18.2530886361965
22 22916387 1.5398696213 18.2535213395601
22 22916777 1.5534025438 18.2541271665521
22 22916960 1.5724389099 18.2544149228727
22 22917025 1.592532811 18.2545184375054
22 22917095 1.5932808219 18.2546299671629
22 22917279 1.6141188459 18.2549269650306
22 22917590 1.6241266387 18.2554320684152
22 22918531 1.6285938636 18.2569645752408
22 22918595 1.6799234748 18.2570720903432
22 22920212 1.76567722 18.2599271904080
22 22921588 1.7821216357 18.2623793897787
22 22921690 1.825926855 18.2625656343179
22 22922459 1.8326087909 18.2639749104781
22 22922798 1.9190378 18.2646254642923
22 22922878 1.9684913348 18.2647829435991
22 22922888 2.0122441371 18.2648030660405
22 22923994 2.0146626287 18.2670312829078
22 22924995 2.0340514189 18.2690673683781
22 22925095 2.0325494087 18.269270623319
22 22925702 2.0386166309 18.2705080636139
22 22925932 2.0389594527 18.2709770242881
22 22926137 2.0389518448 18.2713950094162
22 22927301 2.0241381059 18.2737511061715
22 22928854 2.0257541605 18.2768971023828
22 22929268 2.025795527 18.2777357817309
22 22929466 2.0255351567 18.2781368376920
22 22930220 2.0236761851 18.2796626895355
22 22930610 2.0229650026 18.2804516458866
22 22930770 2.0168105848 18.2807743355801
22 22931483 2.1017069988 18.2822728526703
22 22931688 2.6710797177 18.2828204240124
22 22931860 4.5576990868 18.2836043482553
22 22932152 4.3956564505 18.2848878799389
22 22932241 3.1981956987 18.2851725193561
22 22935229 1.9596507352 18.2910279557528
22 22936620 1.9643095166 18.2937603102904
22 22936815 1.7464082974 18.2941008599084
22 22938050 1.7565938386 18.2962702532991
22 22939903 1.7301454167 18.2994762127562
22 22940611 0.6422701625 18.2999309400313
22 22940634 0.6422410652 18.2999457115758
22 22943748 0.6649465437 18.3020163551129
22 22943782 0.6642270041 18.302038938831
22 22944153 0.6386749767 18.3022758872474
22 22945823 1.0119071495 18.3039657721870
22 22945890 1.2923062884 18.3040523567083
22 22946569 0.8178355238 18.304607667029
22 22946825 0.3688090476 18.3047020821452
22 22948501 0.3357573576 18.3052648114765
22 22950205 0.5493346848 18.3062008777794
22 22951049 0.55264031 18.3066673062011
22 22951190 0.5508578013 18.3067449771511
22 22951246 0.5456153285 18.3067755316094
22 22951696 0.5454620181 18.3070209895176
22 22952239 0.5401074399 18.3073142678575
22 22952474 0.535257428 18.3074400533530
22 22953626 0.5290898719 18.3080495648855
22 22953644 0.5294835251 18.3080590955889
22 22953807 0.5203507161 18.3081439127556
22 22955296 0.701589071 18.3091885788824
22 22955517 1.2271728738 18.3094597840875
22 22957510 2.0419351347 18.3135293608109
22 22957905 2.3373404636 18.3144526102941
22 22958130 2.8123338431 18.3150853854087
22 22958318 3.1775456187 18.3156827639851
22 22958868 2.1294885785 18.3168539827032
22 22959307 1.9509310939 18.3177104414535
22 22959681 1.9548278838 18.318441547082
22 22960217 1.9176516612 18.3194694083724
22 22960273 1.8401179725 18.3195724549789
22 22960419 0.9313556346 18.3197084329015
22 22960731 0.2167965841 18.3197760734358
22 22965702 0.4200835205 18.3218643086162
22 22969228 5.5901982932 18.341575347798
22 22972396 5.5918293094 18.3592902630502
22 22978681 5.5875105108 18.3944077666105
22 22989270 4.5142212444 18.4422088553675
22 22996971 4.513006829 18.4769635209576
22 22998050 4.5083506493 18.4818280313082
22 22998124 0.8392605636 18.4818901365899
22 22998136 0.8342056876 18.4819001470582
22 22998337 0.8281229031 18.4820665997617
22 22998610 0.7770515504 18.4822787348350
22 22998633 0.7368428333 18.4822956822201
22 22999021 0.7314249373 18.4825794750958
22 23000030 0.7294422673 18.4833154823435
22 23000278 0.703869378 18.4834900419492
22 23000753 0.6843839787 18.4838151243391
22 23000892 0.662600951 18.4839072258713
22 23002699 0.6521203476 18.4850856073394
22 23003576 0.5699201764 18.4855854273341
22 23003725 0.4877158609 18.4856580969974
22 23006293 0.4789708377 18.4868880941086
22 23008007 0.4775145031 18.4877065539669
22 23009692 0.5751920227 18.4886757525252
22 23009833 0.7355336174 18.4887794627652
22 23010101 1.4338929261 18.4891637460694
22 23010666 1.435753329 18.4899749467003
22 23011461 0.3404728976 18.4902456226539
22 23011602 0.197237037 18.4902734330761
22 23011972 0.1968981486 18.4903462853911
22 23011996 0.196852934 18.4903510098615
22 23012318 0.1967711677 18.4904143701775
22 23012596 0.1967899383 18.4904690777804
22 23012709 0.1975487993 18.4904914007947
22 23013007 0.2839892768 18.4905760295992
22 23013062 0.2847740978 18.4905916921746
22 23013171 7.2269163719 18.4913794260591
22 23013351 7.2322657058 18.4926812338861
22 23013607 7.2397916561 18.4945346205501
22 23013849 7.2529843263 18.4962898427571
22 23015070 7.4270020597 18.5053582122720
22 23019958 18.6825620422 18.5966785755342
22 23021290 18.6825620422 18.6215637481744
22 23021357 18.6825620422 18.6228154798313
22 23021602 18.6825620422 18.6273927075316
22 23022027 18.6825620422 18.6353327963995
22 23022136 18.6825620422 18.6373691956621
22 23023222 10.5612929799 18.6488387598383
22 23023234 7.3196393724 18.6489265955108
22 23023374 7.3191967703 18.6499512830586
22 23023396 7.3192208053 18.6501123059163
22 23023745 7.3192694195 18.6526667309437
22 23024246 7.3194810507 18.6563337909501
22 23025613 7.3201684491 18.6663404612201
22 23027160 7.3146086583 18.6776561608145
22 23027209 7.3096134483 18.6780143318734
22 23027436 7.3099253324 18.6796736849239
22 23027809 7.2869489122 18.6823917168681
22 23028302 7.236234466 18.6859591804599
22 23028973 7.1679282265 18.6907688602998
22 23029097 7.1679282265 18.6916576833999
22 23029263 7.1202744013 18.6928396489505
22 23031579 5.0457035768 18.7045254984344
22 23031721 1.1454631761 18.7046881542054
22 23031832 1.1457776177 18.704815335521
22 23032448 1.1470332748 18.7055219080183
22 23033679 1.1512307149 18.7069390730283
22 23033990 1.1527154651 18.7072975675380
22 23035012 1.3387058732 18.7086657249404
22 23035233 1.3911890645 18.7089731777236
22 23035357 1.3884953372 18.7091453511454
22 23035739 1.4130542207 18.7096851378577
22 23036000 1.4508349341 18.7100638057755
22 23036105 1.5026639271 18.7102215854879
22 23036205 1.5778918308 18.7103793746710
22 23036473 1.731408114 18.7108433920455
22 23037189 6.9952291448 18.7158519761132
22 23037338 7.0141934628 18.7168970909392
22 23037513 7.0266358737 18.7181267522170
22 23037747 7.0157403887 18.719768435468
22 23039308 7.008162673 18.7307081774006
22 23039713 6.906049223 18.7335051273359
22 23040318 6.7109756653 18.7375652676134
22 23040487 6.5622490263 18.7386742876988
22 23041014 6.5622490263 18.7421325929357
22 23041862 6.5587165418 18.7476943845631
22 23041911 6.5585705935 18.7480157545222
22 23047893 16.1902741229 18.8448659743254
22 23049399 17.1005563495 18.8706194121877
22 23052772 17.1005563495 18.9282995887546
22 23054411 17.1011198752 18.9563283242301
22 23054598 17.1011198752 18.9595262336467
22 23054614 17.1011198752 18.9597998515647
22 23055331 17.1011198752 18.9720613545152
22 23056081 17.1008247525 18.9848869730796
22 23056140 17.1008247525 18.9858959217400
22 23056313 6.7113178899 18.9870569797350
22 23056462 6.7110668638 18.9880569286977
22 23056593 6.5103621418 18.9889097861383
22 23056896 1.4335404009 18.9893441488797
22 23059453 1.5826404489 18.9933909605076
22 23059563 1.6506141603 18.9935725280652
22 23060265 1.6524272482 18.9947325319934
22 23060694 1.6318806763 18.9954326088036
22 23061501 1.5938618139 18.9967188552874
22 23062260 1.6500167846 18.9979712180269
22 23062612 1.5840848189 18.9985288158831
22 23062864 1.5377661275 18.9989163329473
22 23062890 1.5000487768 18.9989553342155
22 23063029 1.4852887092 18.9991617893461
22 23063178 1.4758484862 18.9993816907705
22 23063645 1.4750642345 19.000070545768
22 23063840 1.4828555994 19.0003597026099
22 23064058 1.4817551417 19.0006827252308
22 23064138 1.2272723003 19.0007809070148
22 23064183 1.0257551541 19.0008270659967
22 23064287 0.9521134647 19.0009260857971
22 23064581 0.9448455975 19.0012038704027
22 23064738 0.9490735481 19.0013528749498
22 23064904 0.9750899508 19.0015147398816
22 23064982 1.0241112164 19.0015946205565
22 23065017 1.0947337003 19.001632936236
22 23065027 1.16028357 19.0016445390717
22 23065131 1.1414813115 19.0017632531281
22 23065319 1.1213720765 19.0019740710785
22 23065840 1.1222811636 19.0025587795647
22 23066679 1.1228451671 19.0035008466599
22 23066978 1.1226867142 19.0038365299875
22 23067418 1.1227214098 19.0043305274078
22 23067476 1.1221469465 19.0043956119307
22 23071228 1.1222261635 19.0086062044961
22 23072142 1.1207550287 19.0096305745924
22 23072224 1.120174873 19.0097224289319
22 23075663 1.1498033227 19.0136766025587
22 23076350 1.2740298384 19.0145518610577
22 23076572 1.4476924954 19.0148732487917
22 23077925 1.4519723163 19.0168377673356
22 23078330 1.4516217695 19.0174256741523
22 23078419 1.4512029801 19.0175548312175
22 23079177 1.4512992683 19.0186549160629
22 23080037 1.451466694 19.0199031774197
22 23080796 1.4512059633 19.0210046427459
22 23080858 1.4507302989 19.0210945880244
22 23080883 1.4510156296 19.0211308634151
22 23082496 1.4508897651 19.0234711486062
22 23083025 1.4512786208 19.0242388749966
22 23083515 1.4496771809 19.0249492168153
22 23083864 1.4585028472 19.0254582343089
22 23083940 1.4229023152 19.0255663748849
22 23084133 1.4153711471 19.0258395415163
22 23084271 1.163789046 19.0260001444046
22 23084965 0.9891646205 19.0266866246513
22 23087000 0.988779598 19.0286987911332
22 23087199 0.6543559073 19.0288290079588
22 23088026 0.2150621488 19.0290068643558
22 23092160 0.2148951371 19.0298952408526
22 23094201 0.2148846445 19.030333820412
22 23099593 0.274440313 19.0318136025797
22 23100772 0.3681558393 19.0322476583142
22 23102411 0.3925236178 19.0328910045238
22 23102926 0.3776683633 19.0330855037309
22 23103133 0.3664377871 19.0331613563528
22 23104527 0.36653715 19.0336723091399
22 23104867 0.3665895826 19.0337969495980
22 23105542 0.3673081878 19.0340448826248
22 23105791 0.3683565256 19.0341366033997
22 23105885 0.3699255784 19.0341713764040
22 23106891 0.3806581798 19.0345543185329
22 23107269 0.3692252545 19.0346938856791
22 23110613 0.5210740388 19.0364363572649
22 23110655 0.6513581492 19.0364637143071
22 23110757 0.6937847267 19.0365344803492
22 23111002 0.696428493 19.0367051053300
22 23111003 0.7040261029 19.0367058093561
22 23111861 0.7794889299 19.037374610858
22 23112021 0.8421964252 19.0375093622860
22 23112204 1.2289842707 19.0377342664076
22 23113150 1.9786111423 19.0396060325482
22 23113164 2.3974024941 19.0396395961831
22 23113506 2.2399666228 19.0404056647681
22 23113698 1.5575528587 19.0407047149170
22 23113720 0.8284351996 19.0407229404914
22 23113935 0.4490694463 19.0408194904223
22 23114938 0.450935689 19.0412717789184
22 23114993 0.4463431766 19.0412963277931
22 23115431 0.4258543029 19.0414828519778
22 23115540 0.4008597983 19.0415265456958
22 23120186 0.4309819591 19.0435288878778
22 23121132 0.4473410757 19.0439520725354
22 23122501 0.4563735807 19.0445768479673
22 23122613 0.465022903 19.0446289305325
22 23124407 0.4653888602 19.0454638381477
22 23124534 0.4641982023 19.0455227913194
22 23125050 0.4746611757 19.0457677164860
22 23125461 0.6804489286 19.0460473809957
22 23125486 0.6892271482 19.0460646116744
22 23126577 0.8733057133 19.0470173882076
22 23126898 0.7220962905 19.0472491811169
22 23127585 0.5079489435 19.0475981420410
22 23127667 0.5103173363 19.0476399880626
22 23128331 0.4835411834 19.0479610594084
22 23128752 0.4763344214 19.0481615961998
22 23128874 0.7686086824 19.0482553664591
22 23128892 1.0401047844 19.0482740883452
22 23128943 1.1406611589 19.0483322620643
22 23128957 1.234168294 19.0483495404204
22 23129036 1.3452633975 19.0484558162288
22 23129576 1.3454801093 19.0491823754878
22 23129859 1.3464635018 19.0495634246588
22 23130075 4.5146664918 19.0505385926211
22 23130498 11.0503170175 19.0552128767195
22 23130618 11.0871249152 19.0565433317093
22 23132774 11.065316796 19.0804001547215
22 23136811 11.0651360577 19.1250701089864
22 23137948 10.5154184185 19.1370261397282
22 23139043 9.8282098491 19.147788029513
22 23139081 9.0847665603 19.1481332506423
22 23139388 8.6960093101 19.1508029255005
22 23140940 8.6641110997 19.1642496259272
22 23141620 8.6611985768 19.1701392409594
22 23142052 8.6584821721 19.1738797052578
22 23142222 8.6573307801 19.1753514514904
22 23143372 8.657127219 19.1853071477923
22 23143636 8.657055046 19.1875926103244
22 23144293 8.6543128328 19.1932784938556
22 23144533 8.6502055002 19.1953545431756
22 23145477 8.6476725123 19.2035179460272
22 23145530 8.6460065315 19.2039761843734
22 23145634 8.6425274259 19.2048750072257
22 23146132 8.6321713995 19.2091738285826
22 23146671 8.6155568604 19.2138176137304
22 23146912 8.6017342667 19.2158906316887
22 23147342 8.5924086873 19.2195853674242
22 23149622 11.762499792 19.2464038669500
22 23149754 16.268386359 19.2485512939493
22 23154058 16.2649933215 19.3185558252051
22 23154582 14.5894475868 19.3262006957406
22 23154685 11.7648358013 19.3274124738281
22 23154706 8.6659233124 19.3275944582177
22 23156398 0.8599442012 19.3290494838061
22 23156789 0.8547118973 19.3293836761579
22 23157200 0.8289811982 19.3297243874304
22 23157485 0.8279995708 19.3299603673081
22 23157886 0.8267993803 19.3302919138596
22 23158004 0.8270741451 19.3303895086087
22 23158684 0.8353727507 19.3309575620792
22 23158941 0.8609780987 19.3311788334505
22 23159239 0.8606640191 19.3314353113282
22 23159378 0.850545161 19.3315535371056
22 23160433 0.7363151483 19.3323303495871
22 23162350 0.2585522661 19.3328259942812
22 23164293 0.2570057136 19.3333253563827
22 23164320 0.2563257054 19.3333322771767
22 23164582 0.2537974576 19.3333987721106
22 23166136 0.2538149014 19.3337932004674
22 23166606 0.2539197738 19.3339125427611
22 23169443 0.297344852 19.3347561101062
22 23169790 0.3678756322 19.3348837629506
22 23170068 0.4902493285 19.3350200522639
22 23170220 0.6064905498 19.3351122388275
22 23171953 0.6093880103 19.3361683082493
22 23172190 0.6093880103 19.3363127332078
22 23172231 0.609420988 19.3363377194683
22 23172732 0.6093774007 19.3366430175460
22 23173693 0.6092672585 19.3372285233815
22 23174140 0.6092477943 19.3375008571455
22 23175083 0.6091961062 19.3380753290737
22 23175703 0.6088107577 19.3384527917434
22 23175722 0.6086036453 19.3384643552127
22 23175795 0.6083744327 19.3385087665463
22 23176362 0.6081519135 19.3388535886812
22 23176986 0.6080662808 19.3392330220404
22 23177532 0.6125824499 19.3395674920581
22 23177939 0.6986441884 19.3398518402428
22 23177972 0.8015545741 19.3398782915437
22 23178553 1.0351187143 19.3404796955167
22 23178699 1.3161726468 19.3406718567232
22 23178801 1.5494209423 19.3408298976593
22 23179140 1.5548590413 19.3413569948743
22 23179177 1.5623599186 19.3414148021913
22 23180511 1.5557789837 19.3434902113555
22 23180608 1.5500011068 19.3436405614629
22 23180615 1.538605426 19.3436513317009
22 23181148 1.5323887229 19.3444680948902
22 23181676 1.4750447198 19.3452469185022
22 23182463 1.4403098717 19.3463804423712
22 23183377 1.4397102071 19.3476963375005
22 23183714 1.8073434855 19.3483054122552
22 23184117 2.3422714696 19.3492493476574
22 23184406 3.5909063583 19.3502871195949
22 23185119 6.0167918051 19.354577092152
22 23188770 0.4997494039 19.3564016772256
22 23189131 0.3889122286 19.3565420745401
22 23189544 0.3856033219 19.3567013287121
22 23190040 0.3840319679 19.3568918085682
22 23191393 0.3686994152 19.3573906588769
22 23192079 0.3628446573 19.3576395703118
22 23193361 0.3619383299 19.3581035752508
22 23193800 0.3618274079 19.3582624174828
22 23194143 0.3607671257 19.3583861606070
22 23194982 0.4331602428 19.3587495820507
22 23194986 0.4916011704 19.3587515484553
22 23195102 0.6170923143 19.3588231311638
22 23195201 0.8629919075 19.3589085673627
22 23195259 1.2546085281 19.3589813346573
22 23195803 2.1107150348 19.3601295636362
22 23196558 2.2671433109 19.3618412568359
22 23198204 1.4494727298 19.3642270889492
22 23200329 1.4483272477 19.3673047843506
22 23201230 1.4474185019 19.3686089084208
22 23202888 0.5910240296 19.3695888262618
22 23202963 0.5906480362 19.3696331248646
22 23203478 0.5039268915 19.3698926472137
22 23205980 0.5051485109 19.3711565287880
22 23207076 0.5052602362 19.3717102940068
22 23208519 7.4893598089 19.3825174402111
22 23208723 7.4898104088 19.3840453615345
22 23208999 7.4904197781 19.3861127173932
22 23209774 7.4910894117 19.3919183116873
22 23210513 7.4910469443 19.3974541953791
22 23210704 7.4904988488 19.3988848806592
22 23210847 7.4904428939 19.3999560139931
22 23211369 7.4907009604 19.4038661598944
22 23212806 7.4909506135 19.414630655926
22 23213587 7.4908864639 19.4204810382543
22 23213600 7.4908112531 19.4205784188006
22 23216562 7.4938501034 19.4427752028069
22 23217250 19.0858246035 19.4559062501341
22 23221407 19.0858246035 19.5352460230108
22 23221687 19.0858246035 19.5405900538998
22 23221772 19.0858246035 19.5422123489911
22 23221869 19.0858246035 19.5440636739776
22 23222208 19.0858246035 19.5505337685182
22 23222486 19.0858246035 19.555839627758
22 23223278 8.7400190323 19.5627617228316
22 23223867 8.7391068842 19.5679090567864
22 23223895 8.7188719359 19.5681531852006
22 23223915 8.7041915561 19.5683272690317
22 23224058 8.6994750474 19.5695712939635
22 23224342 8.6995886333 19.5720419771353
22 23224800 8.7012995853 19.5760271723454
22 23224835 8.7025590001 19.5763317619104
22 23224939 8.6973083936 19.5772362819833
22 23224988 8.6842617263 19.5776618108079
22 23225028 8.6680122605 19.5780085312984
22 23225190 8.6680122605 19.5794127492846
22 23225549 8.6680122605 19.5825245656861
22 23225780 7.7867395424 19.5843233025204
22 23225870 7.5801548579 19.5850055164576
22 23225888 7.4445080638 19.5851395176027
22 23225953 6.0470837444 19.5855325780461
22 23225995 1.6205210359 19.5856006399296
22 23226469 2.1409005326 19.5866154267821
22 23228589 5.116675464 19.5974627787658
22 23229190 9.3069344375 19.6030562463627
22 23231528 9.3005010026 19.6248008177068
22 23231769 9.2963284811 19.6270412328707
22 23232674 4.8397023174 19.6314211634680
22 23233363 4.6413595722 19.6346190602132
22 23233860 3.9731629727 19.6365937222106
22 23234016 3.9410583803 19.6372085273180
22 23234399 3.952004663 19.6387221451039
22 23234528 4.0249900486 19.6392413688202
22 23234587 4.2367378274 19.639491336352
22 23234792 6.3755343298 19.6407983208896
22 23234979 6.4546494395 19.6420053403348
22 23237648 9.2928079483 19.6668078447488
22 23238984 8.4716771464 19.6781260054164
22 23239579 8.0004721989 19.6828862863747
22 23239868 7.9776425123 19.6851918250608
22 23240027 7.981103075 19.6864608204497
22 23240163 4.4561298354 19.6870668541073
22 23240316 2.2784797309 19.6874154615062
22 23240463 2.2361547418 19.6877441762532
22 23241151 0.927016627 19.6883819636926
22 23245588 0.931305889 19.6925141679221
22 23249040 1.0819123314 19.6962489292901
22 23250103 1.3368580216 19.697670009367
22 23250737 1.3737682147 19.6985409784151
22 23251054 1.3768427754 19.6989774375749
22 23251602 1.364357451 19.6997251054581
22 23251940 1.3589815613 19.7001844412258
22 23253893 1.3706133578 19.7028612491136
22 23255525 1.5455869154 19.7053836469595
22 23255556 1.6842383538 19.7054358583485
22 23255869 1.7253664961 19.7059758980618
22 23255890 1.7252188968 19.7060121276586
22 23256260 1.7538204557 19.7066610412272
22 23256279 1.7841716615 19.7066949404888
22 23256464 1.7984563313 19.7070276549101
22 23257051 1.807594698 19.7080887129978
22 23257268 1.8137273412 19.7084822918308
22 23258231 1.8145189252 19.7102296735558
22 23258300 1.8136110523 19.7103548127184
22 23258369 1.8138729028 19.7104799699487
22 23258438 1.8140601488 19.7106051400990
22 23258457 1.8137256804 19.7106396008869
22 23258520 1.8135163284 19.7107538524156
22 23259501 1.8135231245 19.7125329186007
22 23259859 1.814001098 19.7131823309938
22 23260252 1.8155599715 19.7138958460626
22 23260507 1.8180731273 19.7143594547101
22 23260922 1.8228134326 19.7151159222846
22 23261066 1.8237199891 19.7153785379630
22 23261086 1.8272723538 19.7154150834101
22 23261166 1.8283139193 19.7155613485237
22 23261330 1.8173888185 19.7158594002899
22 23261473 1.795148717 19.7161161065564
22 23261552 1.7542197028 19.7162546899129
22 23262162 1.3988115436 19.7171079649545
22 23262360 1.1518751129 19.7173360362269
22 23263708 1.1482781675 19.7188839151967
22 23266118 1.1511782847 19.7216582548628
22 23266676 1.1512527323 19.7223006538874
22 23268390 1.1519399805 19.724275079014
22 23268511 1.1527585652 19.7244145628004
22 23271250 1.1528820179 19.7275723066474
22 23272656 1.1534777574 19.7291940963743
22 23274234 1.1548994173 19.7310165276548
22 23274645 1.1566667847 19.7314919177033
22 23275227 1.1572762079 19.7321654524563
22 23275341 1.1595773935 19.7322976442792
22 23276134 1.1960240042 19.7332460913145
22 23276219 1.243425223 19.7333517824585
22 23276363 1.5356728857 19.733572919354
22 23276421 1.5296258441 19.7336616376530
22 23276454 1.505318623 19.7337113131675
22 23276520 1.1502551888 19.73378723001
22 23277301 1.1484586683 19.7346841762299
22 23278284 12.2538422442 19.746729703156
22 23278464 12.423019193 19.7489658466107
22 23278515 12.4610696022 19.7496013611604
22 23278593 12.4642140386 19.7505735698555
22 23278613 12.4621386702 19.7508228126289
22 23278658 12.4597666448 19.7513835021279
22 23278808 12.4491085838 19.7532508684154
22 23279385 12.4475145529 19.7604330843125
22 23279456 12.4465097496 19.7613167865047
22 23279752 12.4445998203 19.7650003880515
22 23281596 12.4438962932 19.7879469328162
22 23282877 12.4815271114 19.8039357690459
22 23283083 28.5856095476 19.8098244046127
